Year,Month,Day,Hour,Average_Temperature,Low_Temperature,High_Temperature,Temperature,Humidity,Wind_Speed,Precipitation,Photovoltaic_Power
2014,2,13,20,30.7,24.97903252,38.4939537,33.32231522,34.45449066,4.915136985,0,0
2014,2,13,21,30.7,24.97903252,38.4939537,31.75185585,42.46283722,2.42126844,0,3.09E-06
2014,2,13,22,30.7,24.97903252,38.4939537,29.15222168,54.92115784,2.658120269,0,0
2014,2,13,23,30.7,24.97903252,38.4939537,28.26403618,57.10058975,1.065977605,0,1.03E-06
2014,2,14,0,31.7,27.64519691,37.69409943,29.91102028,50.88734818,3.313577707,0,1.03E-06
2014,2,14,1,31.7,27.64519691,37.69409943,29.50621223,54.09580994,4.153651805,0,0
2014,2,14,2,31.7,27.64519691,37.69409943,29.11814499,55.99386215,3.77766567,0,0
2014,2,14,3,31.7,27.64519691,37.69409943,28.51400375,58.06568909,3.041810509,0,0
2014,2,14,4,31.7,27.64519691,37.69409943,28.15707207,60.28384781,1.937451323,0,0
2014,2,14,5,31.7,27.64519691,37.69409943,28.11545181,60.74151611,3.327478051,0,0
2014,2,14,6,31.7,27.64519691,37.69409943,27.91967773,61.73396301,3.002920169,0,0
2014,2,14,7,31.7,27.64519691,37.69409943,27.81200027,62.53500748,1.115687256,0,0.000837449
2014,2,14,8,31.7,27.64519691,37.69409943,28.18568611,61.93261719,2.649538782,0,0.060816874
2014,2,14,9,31.7,27.64519691,37.69409943,29.26556396,58.23080444,3.639956843,0,0.177832306
2014,2,14,10,31.7,27.64519691,37.69409943,31.54860687,49.94315338,3.627746093,0,0.38958177
2014,2,14,11,31.7,27.64519691,37.69409943,33.73326111,40.75946045,5.738810786,0,0.562227372
2014,2,14,12,31.7,27.64519691,37.69409943,34.92116928,36.04873276,4.139546421,0,0.695735599
2014,2,14,13,31.7,27.64519691,37.69409943,35.98688507,33.38622284,4.164243957,0,0.74603865
2014,2,14,14,31.7,27.64519691,37.69409943,36.91487122,31.56727028,6.249470942,0,0.70030605
2014,2,14,15,31.7,27.64519691,37.69409943,35.2601738,34.03919601,6.147212602,0,0.501945471
2014,2,14,16,31.7,27.64519691,37.69409943,36.97657776,29.02471542,5.553901135,0,0.436572536
2014,2,14,17,31.7,27.64519691,37.69409943,36.52140808,29.73966026,4.250862025,0,0.387463477
2014,2,14,18,31.7,27.64519691,37.69409943,35.65895844,33.12059784,4.530493864,0,0.240146611
2014,2,14,19,31.7,27.64519691,37.69409943,33.2817955,38.32501221,4.287882367,0,0.059984053
2014,2,14,20,31.7,27.64519691,37.69409943,32.55107117,40.8914566,3.75603473,0,8.74E-06
2014,2,14,21,31.7,27.64519691,37.69409943,31.67634392,45.16020966,4.343362415,0,3.09E-06
2014,2,14,22,31.7,27.64519691,37.69409943,30.52209091,49.12527847,2.319749993,0,5.66E-06
2014,2,14,23,31.7,27.64519691,37.69409943,29.60552597,53.67767715,3.70352697,0,1.03E-06
2014,2,15,0,29.5,24.53960037,35.44079971,28.40338898,60.63592529,3.784810021,0,1.03E-06
2014,2,15,1,29.5,24.53960037,35.44079971,28.10245323,62.18073273,2.720251935,0,0
2014,2,15,2,29.5,24.53960037,35.44079971,28.06998444,61.88995361,3.801050313,0,0
2014,2,15,3,29.5,24.53960037,35.44079971,28.09920502,61.60439301,2.6139871,0,0
2014,2,15,4,29.5,24.53960037,35.44079971,27.86044312,63.39225769,3.244726869,0,0
2014,2,15,5,29.5,24.53960037,35.44079971,25.62316322,70.29969025,3.185590802,0,0
2014,2,15,6,29.5,24.53960037,35.44079971,25.38384056,65.88791656,3.186765412,0,0
2014,2,15,7,29.5,24.53960037,35.44079971,24.93569374,65.9378891,4.404163705,0,0.00184928
2014,2,15,8,29.5,24.53960037,35.44079971,25.69500732,62.55922699,3.800297175,0,0.076359055
2014,2,15,9,29.5,24.53960037,35.44079971,27.48966789,56.59222794,3.377313137,0,0.312641973
2014,2,15,10,29.5,24.53960037,35.44079971,29.71470451,49.32927704,3.502201392,0,0.478658941
2014,2,15,11,29.5,24.53960037,35.44079971,30.80151367,46.13731003,3.285601913,0,0.618801441
2014,2,15,12,29.5,24.53960037,35.44079971,31.33845139,43.50038147,4.086481556,0,0.708930047
2014,2,15,13,29.5,24.53960037,35.44079971,31.71368408,41.34189987,4.766552288,0,0.591730983
2014,2,15,14,29.5,24.53960037,35.44079971,33.82112503,34.70391083,4.777106822,0,
2014,2,15,15,29.5,24.53960037,35.44079971,33.94055939,33.32040024,2.696325287,0,0.656930582
2014,2,15,16,29.5,24.53960037,35.44079971,33.30506516,33.82855225,3.247097547,0,0.306603918
2014,2,15,17,29.5,24.53960037,35.44079971,33.33969116,32.86995697,4.50488239,0,0.206181583
2014,2,15,18,29.5,24.53960037,35.44079971,32.11141205,34.6044693,2.897184888,0,0.085111107
2014,2,15,19,29.5,24.53960037,35.44079971,31.30858803,36.0620079,2.915151597,0,0.006817901
2014,2,15,20,29.5,24.53960037,35.44079971,30.49772263,35.09502029,2.489282427,0,1.03E-06
2014,2,15,21,29.5,24.53960037,35.44079971,30.12570572,32.64597702,3.106809293,0,2.57E-06
2014,2,15,22,29.5,24.53960037,35.44079971,29.21326828,34.4929657,5.017639042,0,4.12E-06
2014,2,15,23,29.5,24.53960037,35.44079971,26.91539574,43.56785965,4.568331452,0,1.03E-06
2014,2,16,0,26.4,21.70876312,32.47193909,25.02668381,50.24321365,4.206142612,0,2.06E-06
2014,2,16,1,26.4,21.70876312,32.47193909,23.52200127,56.00609589,3.566996461,0,0
2014,2,16,2,26.4,21.70876312,32.47193909,22.27902985,60.55937195,3.802206644,0,0
2014,2,16,3,26.4,21.70876312,32.47193909,22.0562191,60.23643875,4.069910921,0,0
2014,2,16,4,26.4,21.70876312,32.47193909,22.31590652,59.14565659,2.71094751,0,0
2014,2,16,5,26.4,21.70876312,32.47193909,22.17001343,58.93967056,4.038020291,0,0
2014,2,16,6,26.4,21.70876312,32.47193909,22.02219963,58.79029083,2.391941607,0,0
2014,2,16,7,26.4,21.70876312,32.47193909,21.81614494,61.50337982,2.904249236,0,0.007100822
2014,2,16,8,26.4,21.70876312,32.47193909,22.72301674,57.32881927,4.604197053,0,0.106808125
2014,2,16,9,26.4,21.70876312,32.47193909,24.05273056,52.14534378,2.674618318,0,0.257034787
2014,2,16,10,26.4,21.70876312,32.47193909,26.23305511,43.86607742,3.950993467,0,0.42128808
2014,2,16,11,26.4,21.70876312,32.47193909,27.3921032,39.26486969,3.319313268,0,0.755004625
2014,2,16,12,26.4,21.70876312,32.47193909,28.56732559,34.45556259,2.769838006,0,0.853397155
2014,2,16,13,26.4,21.70876312,32.47193909,29.96328545,31.19533157,5.399575315,0,0.900336394
2014,2,16,14,26.4,21.70876312,32.47193909,30.9143734,28.2827816,3.647303055,0,0.917402778
2014,2,16,15,26.4,21.70876312,32.47193909,31.53474236,27.43331146,2.291336833,0,0.843558113
2014,2,16,16,26.4,21.70876312,32.47193909,32.04192352,24.54658508,3.540778344,0,0.714896104
2014,2,16,17,26.4,21.70876312,32.47193909,31.91521454,25.95695496,3.547151277,0,0.520888894
2014,2,16,18,26.4,21.70876312,32.47193909,30.86638641,27.42145157,4.931977297,0,0.261810187
2014,2,16,19,26.4,21.70876312,32.47193909,29.24227905,29.25512123,3.792965003,0,0.037948046
2014,2,16,20,26.4,21.70876312,32.47193909,28.13496017,31.46869469,3.377958987,0,1.03E-06
2014,2,16,21,26.4,21.70876312,32.47193909,27.15662956,33.84241486,2.88656969,0,1.03E-06
2014,2,16,22,26.4,21.70876312,32.47193909,26.46632767,34.95093536,2.919153853,0,0
2014,2,16,23,26.4,21.70876312,32.47193909,25.20288086,39.20783615,2.648485501,0,0
2014,2,17,0,26.1,16.41240692,33.99443817,24.17882538,42.65560532,1.545312581,0,0
2014,2,17,1,26.1,16.41240692,33.99443817,23.92419434,42.18166351,2.365659911,0,0
2014,2,17,2,26.1,16.41240692,33.99443817,23.35156059,42.39949036,2.332457448,0,0
2014,2,17,3,26.1,16.41240692,33.99443817,22.05136681,46.29376984,2.706634515,0,0
2014,2,17,4,26.1,16.41240692,33.99443817,21.91321564,43.28604126,3.279796151,0,0
2014,2,17,5,26.1,16.41240692,33.99443817,18.99695206,52.38489532,0.940630195,0,0
2014,2,17,6,26.1,16.41240692,33.99443817,17.03872299,59.57339096,0.773958057,0,0
2014,2,17,7,26.1,16.41240692,33.99443817,17.84486771,58.46334457,0.711404787,0,0.001331276
2014,2,17,8,26.1,16.41240692,33.99443817,23.3013382,39.08252716,3.046687232,0,0.107666664
2014,2,17,9,26.1,16.41240692,33.99443817,25.39886284,32.1550293,5.083808727,0,0.36688991
2014,2,17,10,26.1,16.41240692,33.99443817,26.90550613,25.38205719,4.551951553,0,0.605524182
2014,2,17,11,26.1,16.41240692,33.99443817,28.26382065,22.76137352,4.969678192,0,0.782548826
2014,2,17,12,26.1,16.41240692,33.99443817,29.58982849,19.93785667,4.586320943,0,0.887278797
2014,2,17,13,26.1,16.41240692,33.99443817,31.51883888,18.70724106,3.194871385,0,0.932996413
2014,2,17,14,26.1,16.41240692,33.99443817,32.5161705,15.67756748,5.200379611,0,0.917413088
2014,2,17,15,26.1,16.41240692,33.99443817,32.73589325,14.31549644,4.053934479,0,0.791664606
2014,2,17,16,26.1,16.41240692,33.99443817,33.68782425,13.12421131,4.327765324,0,0.715467091
2014,2,17,17,26.1,16.41240692,33.99443817,33.12707138,13.67012787,3.55163514,0,0.518263891
2014,2,17,18,26.1,16.41240692,33.99443817,32.05461121,14.19117069,4.698059344,0,0.265479938
2014,2,17,19,26.1,16.41240692,33.99443817,30.42698669,14.06133175,4.36445294,0,0.034430554
2014,2,17,20,26.1,16.41240692,33.99443817,28.58457756,16.64941216,2.323240443,0,2.06E-06
2014,2,17,21,26.1,16.41240692,33.99443817,26.73729515,19.19724846,1.563972161,0,4.12E-06
2014,2,17,22,26.1,16.41240692,33.99443817,24.72883606,22.61613655,1.270470973,0,1.03E-06
2014,2,17,23,26.1,16.41240692,33.99443817,21.63797951,28.60707855,0.879058945,0,0
2014,2,18,0,25.3,14.09346485,35.34918213,19.60068512,32.86380768,1.222756622,0,0
2014,2,18,1,25.3,14.09346485,35.34918213,18.2510376,36.69662094,0.901108045,0,0
2014,2,18,2,25.3,14.09346485,35.34918213,17.39963722,38.47055817,1.188848175,0,0
2014,2,18,3,25.3,14.09346485,35.34918213,16.86595917,40.03689957,0.731821646,0,0
2014,2,18,4,25.3,14.09346485,35.34918213,15.89879322,42.21359634,0.873957909,0,0
2014,2,18,5,25.3,14.09346485,35.34918213,15.5724678,44.60772705,1.178625573,0,0
2014,2,18,6,25.3,14.09346485,35.34918213,14.19906235,48.94345093,1.29889102,0,0
2014,2,18,7,25.3,14.09346485,35.34918213,16.47107315,44.04181671,1.071580512,0,0.000957819
2014,2,18,8,25.3,14.09346485,35.34918213,23.15013313,25.28427505,1.418435384,0,0.102072532
2014,2,18,9,25.3,14.09346485,35.34918213,26.86907196,20.85958099,3.018778196,0,0.35859672
2014,2,18,10,25.3,14.09346485,35.34918213,28.37156296,18.67988205,5.05230725,0,0.599717579
2014,2,18,11,25.3,14.09346485,35.34918213,29.90124893,16.7004509,2.975305447,0,0.776550906
2014,2,18,12,25.3,14.09346485,35.34918213,31.44853973,13.9023056,4.271646579,0,0.88591463
2014,2,18,13,25.3,14.09346485,35.34918213,32.39212418,12.72079372,4.614133288,0,0.933830819
2014,2,18,14,25.3,14.09346485,35.34918213,34.18959045,10.771945,4.942500042,0,0.921833854
2014,2,18,15,25.3,14.09346485,35.34918213,34.25731277,10.42262745,4.377221324,0,0.851531904
2014,2,18,16,25.3,14.09346485,35.34918213,34.43780899,9.964250565,4.464717834,0,0.719973243
2014,2,18,17,25.3,14.09346485,35.34918213,34.24423981,9.576440811,5.223095622,0,0.524386315
2014,2,18,18,25.3,14.09346485,35.34918213,33.70655823,9.685463905,3.833635801,0,0.272046294
2014,2,18,19,25.3,14.09346485,35.34918213,31.74453926,9.971230507,3.367484191,0,0.036885802
2014,2,18,20,25.3,14.09346485,35.34918213,29.48368454,11.50710297,2.869257043,0,0
2014,2,18,21,25.3,14.09346485,35.34918213,25.81833839,14.45770645,1.010461132,0,0
2014,2,18,22,25.3,14.09346485,35.34918213,21.86783218,20.7221756,1.074155899,0,1.03E-06
2014,2,18,23,25.3,14.09346485,35.34918213,21.69517136,21.10910416,0.904619424,0,0
2014,2,19,0,25.1,17.15365982,32.4281311,20.33079147,23.48304558,0.894746834,0,0
2014,2,19,1,25.1,17.15365982,32.4281311,19.70090675,26.16407967,1.359469786,0,0
2014,2,19,2,25.1,17.15365982,32.4281311,19.12718773,27.842659,0.636115716,0,0
2014,2,19,3,25.1,17.15365982,32.4281311,18.21086311,30.85231018,1.222884706,0,0
2014,2,19,4,25.1,17.15365982,32.4281311,17.56873512,34.21941376,0.788605579,0,0
2014,2,19,5,25.1,17.15365982,32.4281311,17.79112434,39.04680252,1.088465661,0,0
2014,2,19,6,25.1,17.15365982,32.4281311,17.72941399,43.31943893,1.594568442,0,0
2014,2,19,7,25.1,17.15365982,32.4281311,19.92880058,42.28855515,1.361723506,0,0.001052469
2014,2,19,8,25.1,17.15365982,32.4281311,24.56033707,31.63392067,4.960927164,0,0.0986322
2014,2,19,9,25.1,17.15365982,32.4281311,26.00600433,26.19466209,3.967710066,0,0.339752572
2014,2,19,10,25.1,17.15365982,32.4281311,26.71571159,25.70270157,5.380500753,0,0.590406899
2014,2,19,11,25.1,17.15365982,32.4281311,28.06186867,23.83851624,5.233839831,0,0.768523157
2014,2,19,12,25.1,17.15365982,32.4281311,30.02869415,21.95489502,4.122769422,0,0.878402789
2014,2,19,13,25.1,17.15365982,32.4281311,30.21823502,23.51502609,3.797241441,0,0.926599238
2014,2,19,14,25.1,17.15365982,32.4281311,30.13771248,23.91834259,4.585071629,0,0.91481119
2014,2,19,15,25.1,17.15365982,32.4281311,31.11245728,22.28186226,4.263157546,0,0.819597215
2014,2,19,16,25.1,17.15365982,32.4281311,31.82465744,20.99580002,2.849026151,0,0.714282857
2014,2,19,17,25.1,17.15365982,32.4281311,31.48364067,20.65712166,3.708244217,0,0.516867811
2014,2,19,18,25.1,17.15365982,32.4281311,30.65568161,20.25908279,3.167338521,0,0.266713483
2014,2,19,19,25.1,17.15365982,32.4281311,28.77445221,19.65943909,3.249629289,0,0.036183641
2014,2,19,20,25.1,17.15365982,32.4281311,26.76055717,20.55753708,1.833025094,0,0
2014,2,19,21,25.1,17.15365982,32.4281311,24.58982086,24.45405388,2.108642623,0,0
2014,2,19,22,25.1,17.15365982,32.4281311,23.78366089,25.4747715,1.894822842,0,0
2014,2,19,23,25.1,17.15365982,32.4281311,24.51746559,24.49556351,3.019802602,0,0
2014,2,20,0,22.9,14.08093357,29.39232254,22.5294857,27.59938431,2.023723023,0,0
2014,2,20,1,22.9,14.08093357,29.39232254,20.27206802,32.0776825,1.139008983,0,0
2014,2,20,2,22.9,14.08093357,29.39232254,20.84797096,31.61349678,2.038456375,0,0
2014,2,20,3,22.9,14.08093357,29.39232254,19.16593361,36.1763382,2.027782102,0,0
2014,2,20,4,22.9,14.08093357,29.39232254,16.65269279,44.20973206,0.794265243,0,0
2014,2,20,5,22.9,14.08093357,29.39232254,14.65061569,51.49319077,0.733192951,0,0
2014,2,20,6,22.9,14.08093357,29.39232254,14.49303246,52.56306076,1.116861336,0,0
2014,2,20,7,22.9,14.08093357,29.39232254,16.48707962,46.44135666,0.968314919,0,0.000807613
2014,2,20,8,22.9,14.08093357,29.39232254,20.59316063,37.02379608,5.289415776,0,0.099938273
2014,2,20,9,22.9,14.08093357,29.39232254,21.48567581,35.67517471,5.318871091,0,0.358307095
2014,2,20,10,22.9,14.08093357,29.39232254,23.01102638,32.81283951,4.992677126,0,0.582930041
2014,2,20,11,22.9,14.08093357,29.39232254,24.40270042,29.64198112,5.168417191,0,0.778922325
2014,2,20,12,22.9,14.08093357,29.39232254,25.60783005,26.87839699,5.25820517,0,0.891176926
2014,2,20,13,22.9,14.08093357,29.39232254,26.65445709,24.42890167,3.923681537,0,0.939507183
2014,2,20,14,22.9,14.08093357,29.39232254,28.85616493,19.35243416,4.245794037,0,0.928179026
2014,2,20,15,22.9,14.08093357,29.39232254,28.64497757,19.3167305,5.112185329,0,0.859063275
2014,2,20,16,22.9,14.08093357,29.39232254,29.07118225,19.00227356,5.63924022,0,0.72480141
2014,2,20,17,22.9,14.08093357,29.39232254,28.61080551,19.02473068,3.619814961,0,0.525112652
2014,2,20,18,22.9,14.08093357,29.39232254,28.09755325,18.49399376,4.289174067,0,0.26943004
2014,2,20,19,22.9,14.08093357,29.39232254,26.26881409,18.8407402,3.668031448,0,0.034855452
2014,2,20,20,22.9,14.08093357,29.39232254,24.87708664,20.73214149,3.538281834,0,0
2014,2,20,21,22.9,14.08093357,29.39232254,23.77552986,22.91901398,2.579270678,0,0
2014,2,20,22,22.9,14.08093357,29.39232254,22.69203949,24.4647522,2.901327547,0,0
2014,2,20,23,22.9,14.08093357,29.39232254,20.95068359,27.16949844,2.476890479,0,0
2014,2,21,0,22.1,12.27366543,29.18644333,19.2033329,30.22075653,1.6097785,0,0
2014,2,21,1,22.1,12.27366543,29.18644333,16.97441864,34.62334824,1.079983648,0,0
2014,2,21,2,22.1,12.27366543,29.18644333,17.74718285,33.05892181,1.239268712,0,0
2014,2,21,3,22.1,12.27366543,29.18644333,15.76864338,38.68763351,1.176058862,0,0
2014,2,21,4,22.1,12.27366543,29.18644333,15.6557312,39.04273605,2.450636069,0,0
2014,2,21,5,22.1,12.27366543,29.18644333,16.11813545,37.35195541,1.838211232,0,0
2014,2,21,6,22.1,12.27366543,29.18644333,13.3205986,45.84865952,0.63475845,0,0
2014,2,21,7,22.1,12.27366543,29.18644333,14.62519646,45.10380936,0.851586613,0,0.000927983
2014,2,21,8,22.1,12.27366543,29.18644333,18.9827404,32.96213531,3.940098524,0,0.099317386
2014,2,21,9,22.1,12.27366543,29.18644333,20.99039078,29.33181381,5.753662156,0,0.358310174
2014,2,21,10,22.1,12.27366543,29.18644333,23.03966713,25.5018692,4.710332612,0,0.60262038
2014,2,21,11,22.1,12.27366543,29.18644333,24.82579041,22.07422256,4.088792363,0,0.781644553
2014,2,21,12,22.1,12.27366543,29.18644333,26.0314312,19.57193947,4.039112779,0,0.893662557
2014,2,21,13,22.1,12.27366543,29.18644333,27.12309456,17.08402634,4.715087742,0,0.942487135
2014,2,21,14,22.1,12.27366543,29.18644333,28.04385757,14.99096298,5.905919031,0,0.931379118
2014,2,21,15,22.1,12.27366543,29.18644333,28.41644669,14.20973587,4.326469916,0,0.860866757
2014,2,21,16,22.1,12.27366543,29.18644333,29.04562569,13.71858501,5.272077963,0,0.726898644
2014,2,21,17,22.1,12.27366543,29.18644333,28.45065689,14.42025375,4.266985227,0,0.525656379
2014,2,21,18,22.1,12.27366543,29.18644333,27.68204308,15.00088215,5.640727953,0,0.267652263
2014,2,21,19,22.1,12.27366543,29.18644333,26.05134773,17.08972931,5.558597455,0,0.034614712
2014,2,21,20,22.1,12.27366543,29.18644333,24.5309124,18.63650513,2.76966343,0,0
2014,2,21,21,22.1,12.27366543,29.18644333,23.66244698,19.45583534,2.593061614,0,0
2014,2,21,22,22.1,12.27366543,29.18644333,22.84666061,19.90443611,2.646985317,0,0
2014,2,21,23,22.1,12.27366543,29.18644333,21.34856606,21.93357658,2.217494434,0,0
2014,2,22,0,22.4,11.51559067,29.6703167,21.29463196,21.74794197,3.953681771,0,0
2014,2,22,1,22.4,11.51559067,29.6703167,20.60561943,22.81871796,2.372688496,0,0
2014,2,22,2,22.4,11.51559067,29.6703167,19.53749084,24.95860672,2.253383744,0,0
2014,2,22,3,22.4,11.51559067,29.6703167,16.82226181,29.56740379,1.351154269,0,0
2014,2,22,4,22.4,11.51559067,29.6703167,15.603899,32.21788025,1.561938052,0,0
2014,2,22,5,22.4,11.51559067,29.6703167,16.00996971,32.52885818,2.31459061,0,0
2014,2,22,6,22.4,11.51559067,29.6703167,14.03893566,38.28847885,0.979788491,0,0
2014,2,22,7,22.4,11.51559067,29.6703167,12.96588039,43.71770096,0.54567033,0,0.000989198
2014,2,22,8,22.4,11.51559067,29.6703167,18.94254494,31.27154732,4.189662311,0,0.100042693
2014,2,22,9,22.4,11.51559067,29.6703167,21.2774868,27.02535248,4.725022387,0,0.359765444
2014,2,22,10,22.4,11.51559067,29.6703167,22.99196243,23.42429352,6.25434846,0,0.604572524
2014,2,22,11,22.4,11.51559067,29.6703167,24.84971237,20.35063934,5.09307633,0,0.785669743
2014,2,22,12,22.4,11.51559067,29.6703167,26.34559631,17.34769821,4.709267145,0,0.89713221
2014,2,22,13,22.4,11.51559067,29.6703167,27.45629692,14.96317482,5.455391268,0,0.945600315
2014,2,22,14,22.4,11.51559067,29.6703167,28.65352058,13.36669922,5.655086591,0,0.934238669
2014,2,22,15,22.4,11.51559067,29.6703167,28.89748764,12.85627365,5.582742919,0,0.859365736
2014,2,22,16,22.4,11.51559067,29.6703167,28.80401993,12.82214355,5.883699462,0,0.712121394
2014,2,22,17,22.4,11.51559067,29.6703167,28.92256165,12.30388641,4.641828012,0,0.519485591
2014,2,22,18,22.4,11.51559067,29.6703167,27.92241478,12.76865101,5.043451317,0,0.265884256
2014,2,22,19,22.4,11.51559067,29.6703167,26.42342186,13.63176918,4.880679114,0,0.034836935
2014,2,22,20,22.4,11.51559067,29.6703167,25.13505173,14.72369957,4.537529867,0,0
2014,2,22,21,22.4,11.51559067,29.6703167,23.67324638,16.56088638,2.851136157,0,0
2014,2,22,22,22.4,11.51559067,29.6703167,21.44272423,19.23982239,1.567600365,0,0
2014,2,22,23,22.4,11.51559067,29.6703167,19.53520775,21.83501625,0.867586499,0,0
2014,2,23,0,22.6,11.51330757,29.69611549,18.2388916,23.11227417,1.132442665,0,0
2014,2,23,1,22.6,11.51330757,29.69611549,15.45650959,28.17887878,1.401513876,0,0
2014,2,23,2,22.6,11.51330757,29.69611549,14.71952343,30.42380714,0.699639085,0,0
2014,2,23,3,22.6,11.51330757,29.69611549,13.87870979,32.58054352,0.747751794,0,0
2014,2,23,4,22.6,11.51330757,29.69611549,13.44418144,34.34444809,0.97284269,0,0
2014,2,23,5,22.6,11.51330757,29.69611549,12.05011654,39.23740768,1.196313067,0,0
2014,2,23,6,22.6,11.51330757,29.69611549,12.01273251,40.44737625,1.63626656,0,0
2014,2,23,7,22.6,11.51330757,29.69611549,13.9564476,37.50116348,0.669714285,0,0.001324588
2014,2,23,8,22.6,11.51330757,29.69611549,19.15197945,28.57204437,2.804546216,0,0.079052468
2014,2,23,9,22.6,11.51330757,29.69611549,22.53335381,24.22716713,3.942786563,0,0.33866358
2014,2,23,10,22.6,11.51330757,29.69611549,24.89694023,20.3011837,4.395851102,0,0.575830245
2014,2,23,11,22.6,11.51330757,29.69611549,26.22459793,18.12360191,4.420934081,0,0.669009266
2014,2,23,12,22.6,11.51330757,29.69611549,28.00899696,15.34330654,4.347303478,0,0.581400726
2014,2,23,13,22.6,11.51330757,29.69611549,28.38742065,15.88405609,4.565013723,0,0.421473147
2014,2,23,14,22.6,11.51330757,29.69611549,28.48685265,19.72428703,3.523718421,0,0.541445756
2014,2,23,15,22.6,11.51330757,29.69611549,29.34018707,18.51556587,4.16264867,0,0.553985084
2014,2,23,16,22.6,11.51330757,29.69611549,28.92700005,18.96251297,4.489746507,0,0.399353903
2014,2,23,17,22.6,11.51330757,29.69611549,29.06349373,20.04965973,2.738910588,0,0.208649685
2014,2,23,18,22.6,11.51330757,29.69611549,28.44510651,20.18776703,4.031276749,0,0.156610078
2014,2,23,19,22.6,11.51330757,29.69611549,27.33633804,24.37993622,3.351058727,0,0.027579733
2014,2,23,20,22.6,11.51330757,29.69611549,26.85746765,26.03232956,2.073865271,0,0
2014,2,23,21,22.6,11.51330757,29.69611549,26.33502007,33.83320618,3.301350268,0,0
2014,2,23,22,22.6,11.51330757,29.69611549,25.57556534,39.0929184,2.683778102,0,1.03E-06
2014,2,23,23,22.6,11.51330757,29.69611549,25.03269577,42.20592117,1.405759585,0,1.03E-06
2014,2,24,0,25.7,19.30662918,32.74573517,24.63000679,43.13880157,1.674671983,0,0
2014,2,24,1,25.7,19.30662918,32.74573517,23.57261276,45.40322113,1.050733307,0,0
2014,2,24,2,25.7,19.30662918,32.74573517,20.88174248,54.01831436,1.496669854,0,0
2014,2,24,3,25.7,19.30662918,32.74573517,19.93355942,56.28648758,0.75002419,0,0
2014,2,24,4,25.7,19.30662918,32.74573517,19.30662918,59.21298981,0.371885167,0,0
2014,2,24,5,25.7,19.30662918,32.74573517,20.11198807,57.64134979,0.789142286,0,0
2014,2,24,6,25.7,19.30662918,32.74573517,20.59274292,55.8949585,0.798848447,0,0
2014,2,24,7,25.7,19.30662918,32.74573517,21.58328247,50.91464233,1.023126202,0,0
2014,2,24,8,25.7,19.30662918,32.74573517,23.18239975,33.10146332,1.007027107,0,0.010346193
2014,2,24,9,25.7,19.30662918,32.74573517,25.42695808,19.46158028,2.842312014,0,0.106115227
2014,2,24,10,25.7,19.30662918,32.74573517,28.65645027,14.77094078,3.750184463,0,0.489713493
2014,2,24,11,25.7,19.30662918,32.74573517,27.94296074,15.03656006,3.617809329,0,0.465470674
2014,2,24,12,25.7,19.30662918,32.74573517,30.28438759,13.94070625,4.762762489,0,0.532564837
2014,2,24,13,25.7,19.30662918,32.74573517,29.99086952,15.06270218,3.528262683,0,0.81051183
2014,2,24,14,25.7,19.30662918,32.74573517,31.16166878,16.08423424,3.671281096,0,
2014,2,24,15,25.7,19.30662918,32.74573517,31.36457634,17.19469261,3.799237271,0,0.674947555
2014,2,24,16,25.7,19.30662918,32.74573517,31.59379578,16.73403549,5.9477202,0,0.555912041
2014,2,24,17,25.7,19.30662918,32.74573517,29.15804863,20.49449348,3.757178345,0,0.378187238
2014,2,24,18,25.7,19.30662918,32.74573517,28.12677765,22.59051132,3.214941477,0,0.142123457
2014,2,24,19,25.7,19.30662918,32.74573517,26.89071083,29.0423069,2.803923413,0,0.019387346
2014,2,24,20,25.7,19.30662918,32.74573517,25.92373466,31.23833084,2.918970801,0,0
2014,2,24,21,25.7,19.30662918,32.74573517,25.6197319,31.25333405,2.359306845,0,0
2014,2,24,22,25.7,19.30662918,32.74573517,25.33573723,30.46139526,1.977204871,0,0
2014,2,24,23,25.7,19.30662918,32.74573517,25.01685524,31.16628647,1.646469427,0,0
2014,2,25,0,23.1,19.96448326,27.00060081,24.33467674,32.07047653,0.709923147,0,0
2014,2,25,1,23.1,19.96448326,27.00060081,23.1253891,34.99475861,0.648887478,0,0
2014,2,25,2,23.1,19.96448326,27.00060081,23.30625343,35.37174606,0.809192841,0,0
2014,2,25,3,23.1,19.96448326,27.00060081,23.26244545,37.59288025,1.096504148,0,0
2014,2,25,4,23.1,19.96448326,27.00060081,23.35025215,37.81804276,1.50423104,0,0
2014,2,25,5,23.1,19.96448326,27.00060081,23.25163651,38.52512741,0.949559309,0,0
2014,2,25,6,23.1,19.96448326,27.00060081,22.87864876,40.19139862,0.7892809,0,0
2014,2,25,7,23.1,19.96448326,27.00060081,22.81791687,41.30630112,0.916293268,0,0
2014,2,25,8,23.1,19.96448326,27.00060081,23.96640778,40.11794281,1.415721119,0,0.026080248
2014,2,25,9,23.1,19.96448326,27.00060081,24.45382118,40.03426361,2.722461282,0,0.079156383
2014,2,25,10,23.1,19.96448326,27.00060081,25.39967346,37.18139267,1.877163693,0,0.130483023
2014,2,25,11,23.1,19.96448326,27.00060081,26.19613266,32.43959808,3.170825263,0,0.213274176
2014,2,25,12,23.1,19.96448326,27.00060081,26.64639664,31.6076622,1.841432667,0,0.228032918
